0,water salt,2
1,,1
2, start,2
3,,0
4,,1
5,caus,1
6,,1
7, stress,2
8,,0
9,,1
10,,1
11,,0
12,,0
13,,1
14,,1
15,,1
16, side,2
17, help,2
18,,0
19,,1
20,,1
21,,0
22, mouth,2
23,,0
24,,0
25,,1
26,,0
27,,1
28,,1
29,,1
30,,1
31,,1
32,,1
33,,1
34,,1
35,,1
36,,1
37,,1
38,,0
39,,1
40,,1
41,,1
42,,0
43,,1
44,,1
45,,0
46,,0
47,,1
48, pain dont,3
49,,1
50,,1
51,,1
52,,0
53,,1
54,,1
55,,1
56,,1
57,,1
58,,1
59,,1
60,,0
61,,1
62,,0
63, caus,2
64,,1
65,,0
66,,1
67,,1
68,,1
69,,1
70,,1
71,,1
72,,1
73, one get,3
74, go,2
75,,1
76, sore,2
77,,1
78, see pain,3
79,,1
80,,1
81,,1
82, breast,2
83,,0
84, exam normal,3
85,,1
86,caus,1
87, would,2
88, breast,2
89,,0
90,,1
91,get,1
92,,1
93,,1
94,,1
95,,0
96, infect,2
97,,1
98, could,2
99, could,2
100,,0
101,,1
102,,1
103,,0
104,,0
105,,0
106, help,2
107,,1
108, help,2
109,,1
110,,1
111,cyst,1
112,,1
113,,0
114,,1
115,,0
116,,1
117,,1
118,,1
119,,1
120,,1
121, breast,2
122, breast,2
123, right breast,3
124,,1
125,,0
126,,1
127,,0
128, might,2
129,,1
130,one,1
131, pain,2
132, go,2
133, cancer,2
134,,1
135, bodi,2
136,,1
137,,1
138,,1
139,,0
140, get,2
141,,0
142, pain,2
143,,0
144,,0
145,,1
146,,1
147, would,2
148,,1
149,,1
150, im,2
151,,1
152, infect,2
153,,0
154,,0
155,,1
156,see,1
157,,1
158,,1
159,,1
160,,1
161, pain,2
162,,0
163,,1
164,,1
165,,1
166, pain,2
167,test get,2
168,,1
169,,1
170,,1
171, caus,2
172,,1
173,,0
174,,1
175,,1
176,,0
177, caus,2
178,,0
179,,0
180,,0
181, need,2
182,,1
183,,1
184,,1
185, hand,2
186,,0
187,,1
