len_answer_content,len_user_intro,len_question_content,user_exp,len_user_edu,num_user_interst,num_user_followed,num_question_tags,num_user_saved,num_user_thanks,num_user_agrees,num_user_helped,num_user_recommend,ac_qc_overlap,ac_qt_overlap,ac_ui_overlap,qc_qt_overlap,qc_ui_overlap,qt_ui_overlap
0.0129179331307,0.0298366090457,0.275675675676,0.412698412698,0.172995780591,0.424242424242,1.0,0.444444444444,0.00559701492537,0.0193914469403,0.0228323420228,0.00420893089518,0.0101723650749,0.111111111111,0.125,0.1,0.363636363636,0.25,0.25
0.175531914894,0.13237035283,0.594594594595,0.412698412698,0.20253164557,0.666666666667,1.0,0.222222222222,0.0578358208955,0.0540617923423,0.0923643790624,0.0363359631179,0.349816332297,0.333333333333,0.375,0.1,0.272727272727,0.125,0.0833333333333
0.202887537994,0.203646696661,0.616216216216,0.634920634921,0.130801687764,0.106060606061,0.578947368421,0.444444444444,0.0,0.00478929696244,0.00615486524157,0.000986370768918,0.00141282848262,0.333333333333,0.625,0.3,0.363636363636,0.125,0.25
0.114741641337,0.135685531613,0.172972972973,0.428571428571,0.278481012658,0.151515151515,1.0,0.288888888889,0.00559701492537,0.0140815742211,0.0177883885569,0.00297293020324,0.142695676745,0.0,0.125,0.1,0.0,0.0,0.0833333333333
0.0341945288754,0.022259057542,0.372972972973,0.0793650793651,0.118143459916,0.242424242424,1.0,0.377777777778,0.0,0.0097868242276,0.0147316561556,0.00111518807136,0.0367335405482,0.111111111111,0.125,0.1,0.272727272727,0.125,0.0833333333333
0.144376899696,0.0412029363012,0.227027027027,0.730158730159,0.223628691983,0.787878787879,1.0,0.111111111111,0.0578358208955,0.0674405892918,0.101769178753,0.0334660431528,0.190449279457,0.333333333333,0.25,0.4,0.0909090909091,0.25,0.333333333333
0.126899696049,0.0843002604783,0.572972972973,0.730158730159,0.227848101266,0.545454545455,1.0,0.288888888889,0.0149253731343,0.0106718030141,0.0186301974801,0.00279976670008,0.178298954507,0.222222222222,0.25,0.2,0.454545454545,0.25,0.166666666667
0.123100303951,0.0485436893204,0.545945945946,0.666666666667,0.236286919831,0.181818181818,1.0,0.6,0.0522388059701,0.052656237799,0.045043677463,0.0158577597012,0.124611472167,0.555555555556,0.75,0.1,0.636363636364,0.125,0.0833333333333
0.0174772036474,0.0319677954061,0.518918918919,0.0793650793651,0.291139240506,0.469696969697,1.0,0.377777777778,0.0335820895522,0.0134829121008,0.0155596649324,0.00458665076401,0.0613167561458,0.111111111111,0.0,0.0,0.363636363636,0.0,0.333333333333
0.174012158055,0.131659957376,0.464864864865,0.587301587302,0.189873417722,0.636363636364,1.0,0.422222222222,0.47947761194,0.342018272209,0.271924982405,0.258145301339,0.283978525007,0.222222222222,0.375,0.1,0.636363636364,0.125,0.0833333333333
