0,,0
1,,1
2,,1
3,,0
4,,1
5,,0
6,,1
7, pain,2
8,,0
9,,1
10,,1
11,,0
12,,0
13,,1
14,,1
15,,1
16,,1
17,,1
18,,0
19, get,2
20, today,2
21,,0
22, help,2
23,,0
24,,0
25,,1
26,,0
27,,0
28,,1
29, 2,2
30,,1
31,,1
32,,1
33,,1
34, may back,3
35, call,2
36,,1
37,,1
38,,0
39,,0
40,,1
41,,1
42,,0
43,,1
44,,0
45,,1
46,,1
47,,0
48, abdomin,2
49,,1
50,,1
51, pain,2
52,,0
53,,1
54,,0
55, tmj,2
56,,1
57,,1
58, surgeri,2
59,,1
60,,0
61,,0
62,,0
63, caus,2
64,,1
65, work,2
66,,1
67,,1
68, med,2
69,,1
70, doctor,2
71,,1
72,,1
73,,1
74, pain,2
75,,1
76,,1
77, need,2
78,see,1
79, year,2
80,,1
81,,1
82,,1
83,,0
84,,0
85, feel level,3
86,,0
87,,1
88, like,2
89,trigger,1
90,,1
91,get,1
92, better pain,3
93,,1
94, feel,2
95,like,1
96, infect,2
97,,1
98,,1
99, caus,2
100,,0
101,,1
102, see,2
103,order,1
104,,0
105, possibl,2
106, allergi,2
107,,1
108,,0
109, could would,3
110, one,2
111,,0
112,,1
113,,0
114,,1
115,,0
116,,1
117, right,2
118, help,2
119, time,2
120,,1
121, caus chest breast,4
122,,1
123, breast,2
124,,1
125,,0
126,,1
127,allergi,1
128,,1
129,,0
130,caus,1
131,,1
132,,1
133,cancer,1
134,,1
135, bodi go,3
136,,1
137,,0
138,,0
139,,0
140, get,2
141,,0
142, pain sever,3
143,,0
144,,1
145,,1
146,,1
147,,0
148,,1
149,,1
150,,0
151, normal,2
152,like,1
153,,0
154,,0
155, normal,2
156, see,2
157,,1
158,,1
159,,1
160,,1
161, infect pain,3
162,get,1
163,,1
164,,1
165,,1
166, pain,2
167,test,1
168,,1
169, infect,2
170,,1
171,,1
172,,1
173,,0
174,,1
175,,1
176,,0
177,,0
178,,0
179, need,2
180,,0
181,,1
182,,1
183,,1
184,,1
185,,1
186,,0
187,,1
188,,1
189, infect throat,3
190,,0
191,,1
192, week,2
193, pain,2
194,,0
195,,1
196,,1
197,,0
198,,1
199,,0
200,,0
201,,0
202,,1
203,need breast,2
204,,0
205, dentist,2
206, like,2
207,,0
208,,1
209, throat,2
210,,0
211,,0
212,,0
213, im,2
214,,0
215,,0
216,,0
217, get,2
218,,0
219,,1
220,,1
221,,1
222,feel infect,2
223,,0
224, pain left,3
225,,1
226,treat,1
227,left,1
228,,0
229,,1
230,doctor,1
231, new,2
232,caus,1
233,,1
234,take,1
235,,0
236,,0
237,,0
238, doc one,3
239,,0
240,,1
241, doctor,2
242,,1
243, also,2
244, time,2
245,pain,1
246,,0
247,,1
248,,1
249,,0
250,,1
251,,0
252,,0
253,,0
254, perform mani,3
255,,0
256,,1
257,,1
258, 3,2
259,wisdom tooth,2
260,,0
261, prevent,2
262,take,1
263, pain nausea,3
264, could,2
265,,0
266, case symptom,3
267,,0
268,,1
269,,1
270, make,2
271,,0
272,,0
273,,1
274,,1
275,,1
276,,0
277, feel know,3
278,,0
279,,1
280,,1
281,,1
282,eye,1
283, see,2
284, well,2
285,,1
286,wisdom,1
287,,0
288,,0
289,,1
290, improv back,3
291,,0
292, get,2
293,,1
294, remov get,3
295,,1
296,,1
297, could,2
298, help,2
299,,1
300, serious,2
301,,1
302,,1
303,,1
304,,0
305,,1
306,,1
307,,1
308,,0
309,,1
310,,1
311,,1
312,,1
313,,1
314,,1
315,,1
316,,0
317,,1
318, surgeri,2
319,,0
320,,1
321,,1
322,,1
323,,1
324,,1
325,,1
326,,1
327, pain,2
328, biopsi,2
329,,1
330,,0
331,,1
332,,1
333, oral,2
334,,0
335, could cancer,3
336,,1
337, also,2
338,,1
339,surgeri,1
340,,1
341,,1
342,surgeri,1
343, pain,2
344,,0
345,,0
346, caus need,3
347,,1
348,,1
349,,1
350,,1
351,,0
352,get,1
353,,1
354,,0
355, suggest see,3
356, pain,2
357,,1
358,,1
359, pain,2
360,,0
361,,1
362,need,1
363,week ,2
364,,0
365, cancer,2
366,,1
367, time,2
368,,0
369,,1
370, pain,2
371,,0
372,,1
373,,1
374, swell,2
375,,1
376,,0
377, pressur,2
378,,0
379, 10 blood,3
380,,1
381, hard,2
382,,0
383,,1
384,,0
385, kidney,2
386,,1
387,,0
388,,0
389,,0
390,,0
391,,1
392,,1
393,,1
394,,1
395,,1
396, infect,2
397, one,2
398, cancer hiv,3
399,issu,1
400,,1
401,week,1
402, 2,2
403,,1
404,,1
405,,1
406,,0
407,,1
408,,1
409,,1
410,,1
411,,1
412,,1
413,,1
414,,1
415,correct,1
416,,1
417,,1
418,get,1
419,,1
420, week 2,3
421, throat pain heart,4
422,,0
423,,0
424,,1
425, help,2
426, given,2
427,,1
428, well,2
429,,1
430,,1
431,,1
432,,1
433,,1
434,,1
435,,0
436,,1
437,,1
438,,0
439, also,2
440,,1
441,pain,1
442,,1
443,,1
444, pain,2
445,,1
446, week,2
447,,1
448,,1
449,,1
450,,1
451,like,1
452,look,1
453,,1
454,,0
455, pelvic pregnanc,3
456,,0
457,,0
458,,1
459,,1
460, help,2
461,,0
462,,1
463,,1
464,,1
465, like get,3
466,,0
467,,1
468,,1
469,,1
470,,1
471,,1
472,,1
473,,0
474,,1
475,,1
476,,1
477, done,2
478,,1
479,,1
480,,0
481,,1
482,,1
483,,1
484, surgeri normal,3
485,caus,1
486, blood,2
487,,1
488, pain tooth dentist take mani,6
489,,1
490,,1
491, may get,3
492,,1
493,,1
494,,1
495,,1
496,,0
497,,1
498,,1
499,,1
500,,1
501,,0
502,,1
503,,1
504,,1
505,,0
506,,0
507, health,2
508,,1
509,,1
510,,1
511,back,1
512,,1
513,,1
514,,0
515,,0
516,,1
517,,0
518,,0
519,,0
520, get,2
521, pain,2
522,ok,1
523,,1
524,,0
525, caus idea doctor,4
526,remov,1
527,,0
528,,1
529,,1
530,,0
531,breast,1
532,,0
533,,0
534,,0
535,,1
536,,0
537,,0
538,,0
539,,1
540,,1
541,,1
542,,0
543,,1
544,,0
545, would,2
546, get,2
547,feel,1
548, time,2
549,,0
550, pain,2
551,,0
552,,0
553,,1
554,,1
555, indic,2
556,,0
557,,1
558,,0
559, pain,2
560,,1
561,,1
562, pain,2
563,,1
564,,1
565,,1
566, pain,2
567,,1
568,,0
569,,1
570,,0
571,,1
572,better,1
573,,0
574,,0
575,,1
576,,1
577,,1
578,,1
579,like,1
580, get,2
581,,0
582, get,2
583,,1
584, remov get,3
585,,1
586,,1
587, back,2
588,caus,1
589,,1
590,,1
591, normal,2
592,,1
593,,1
594,,0
595,,1
596,,0
597,,1
598,,0
599, breath chest pain,4
600,,1
601,,0
602,,0
603,,0
604,,0
605, infect,2
606,,0
607, infect,2
608,,0
609,,0
610,,0
611,test someth blood,3
612,,0
613,,1
614, pain normal,3
615,,0
616,,0
617,,1
618,,1
619,,0
620,,0
621,,1
622,,1
623,,1
624,,1
625,,1
626, cancer,2
627,,1
628,,0
629,,1
630,,1
631,,0
632,,0
633,,1
634,,1
635,,0
636,,0
637,,1
638,,1
639, mri ms,3
640,,1
641,,1
642,,1
643,,1
644, could,2
645,,0
646,,1
647,,0
648,,1
649, feel,2
650, still,2
651,,1
652,,1
653,,1
654,month,1
655,,1
656,,0
657, pain one,3
658,take,1
659,would,1
660,,1
661, pain,2
662,,1
663,,0
664, activ,2
665, surgeri,2
666, tell,2
667,,0
668,,0
669,bleed,1
670,,0
671,,1
672,,1
673,,1
674, remov,2
675,,1
676,,1
677,,1
678, caus,2
679,,1
680,,1
681, get,2
682,,1
683, like,2
684,,0
685,,0
686, ach teeth,3
687,sex,1
688,,0
689, know,2
690,,0
691,take get,2
692,,0
693,,0
694,,0
695,,1
696,,0
697, caus,2
698,,1
699, pressur blood,3
700, time,2
701,,0
702, caus much,3
703,diseas,1
704,,1
705, cancer,2
706, itch,2
707,,0
708,,1
709,,1
710,,1
711,,0
712,,1
713, pain,2
714, blood,2
715,,0
716,,1
717,,0
718, would,2
719,,1
720, pain,2
721,,1
722,,1
723,,0
724,,1
725,,1
726,pregnant,1
727, week wors,3
728,,0
729,,0
730, xray,2
731,,1
732,,1
733,,1
734,,1
735, disloc pain,3
736,,0
737,,0
738,,1
739,,1
740,cant,1
741,,1
742,,1
743,,1
744,,1
745, headach head,3
746,node,1
747, need,2
748,,0
749,,1
750,tooth,1
751,,0
752,,0
753,,0
754,,0
755,,1
756, antibiot,2
757, symptom,2
758,,0
759, symptom,2
